id,title,version,entered-date,description,summary,changes,keywords,author,maintained-by,primary-site,alternate-site,original-site,wiki-site,platforms,copying-policy,group,crc,md5,sha,versions
romos,ROMOS,1.00,2004-02-22,ROMOS kann einen FreeDOS Kernel aus einem externen ROM oder dem BIOS des Rechner starten. Beispielsweise ein FlashROM im Option ROM Sockel einer Netzwerkkarte.,,,"ROM,BIOS,Flash,ISA ROM module,DOS,NASM,AWARD,HOTFLASH,CPUID,microcode","RayeR, http://www.volny.cz/rayer","RayeR, http://www.volny.cz/rayer",http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/romos.html,http://www.volny.cz/rayer/romos/romose.htm,,,OS independent x86 code (use NASM compiler),"GNU General Public License, Version 2",boot,,3d1f6a1adc5398ffd7221de4875798e3,7446dc610875a936fb1f84d5f3d999e7ab4bc5a53c8f858d3b0787d9b3a610bd,
rsync,rsync,2.2.5,2013-02-01,"Rsync ist ein Tool zum Synchronisieren von Dateien und Verzeichnissen von einem Ort zum anderen. Im delta-Verfahren wird Bandbreite gespart. Dieser rsync port ist nur ein Teil des vollen rsync, teilweise wegen Speicherlimitierungen und Limitierungen die DOS mit sich bringt. Diese Implementierung bringt keinen Server, kein rsh/ssh Support, Dateinamen auf dem Server mÅssen im DOS Format sein und komprimierung fehlt auch.",,,rsync,,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/rsync.html,,,,DOS,"GNU General Public License, Version 2",net,,95e5b382d361f4b0f03bcaee1df7ab39,577c372b114f079bce4cf321c08067f1d3b30d27728ba923d9c15232a8cc5e13,
runtime,runtime,2.1b,2002-10-20,Misst die Zeit zum AusfÅhren eines Programms,,,"dos, run, time, timer",Jim Hall <jhall@freedos.org>,Jim Hall <jhall@freedos.org>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/runtime.html,,http://www.isd.net/jhall1/freedos/utils.html,,dos (Borland C) **requires Cats (GNU LGPL),GNU General Public License,devel,,105c1e151c3c9834000cdfcb020d72a4,e556e207ec6e2ef8843162f843a3c61fa401cda5ca08309ca954951a095b7f5f,
samcfg,SAMCFG,20110719,2011-07-19,Set von Beispieldateien zum Erstellen von C:\CONFIG.SYS und C:\AUTOEXEC.BAT,,,"freedos, sample, configuration, config.sys, autoexec.bat, batch, script",Bernd Blaauw <bblaauw@home.nl>,Bernd Blaauw <bblaauw@home.nl>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos,,"DOS, FreeDOS",Public domain,base,,174e5dd0ecc3bc4dc76f8349a872424c,04861adbfafb0d33e3f17aa427ee7f20f5a35906b22f99f4b656f3ff272c9ea6,
seal,SEAL,2.0.11,2016-04-28,"SEAL ist ein grafisches 32Bit User Interface fÅr DOS. Es hat einige fortgeschrittene Features, wie z.B. ein dynamisches Linkersystem, Sound und andere Multimedia Funktionen und ist mehrsprachig.",,,SEAL2 GUI FreeDOS DOS,Julien Etelain and others.,Owen Rudge <orudge _AT_ users.sourceforge.net>,http://sealsystem.sourceforge.net/,http://sealsystem.sourceforge.net/,,,,"GNU General Public License, Version 2",util,,7b7ef2a21f25d50217beeb8084747d19,230780f41fd5846bfed15b07dca0fd27efd3322d64128689c9612a28137b16b5,
search,Search,1.0,2003-04-01,Findet Dateien auf dem Computer,,,"freedos, search",Joe Cosentino <onehardmarine@attbi.com>,Joe Cosentino <onehardmarine@attbi.com>,http://www.geocities.com/xsaintx69/freedos,http://www.geocities.com/xsaintx69/freedos,http://www.geocities.com/xsaintx69/freedos,,DOS,"GNU General Public License, Version 2",util,,be9bef93dc71983d9505f32122dd58a3,edea9aa8b12ba9e01b3fba45a10e3604683047d00b0368d26ad918b1ab2f9559,
setedit,setedit,0.5.4,2017-05-04,"Ein Programmier-Editor fÅr DJGPP, Ñhnlich der Borland C++ IDE und RHIDE",Setedit ist ein freundlicher Konsolen Text Editor mit dem Look-And-Feel des Borland Editors fÅr DOS. (Anmerkung: setedit funktioniert nicht unter DOSBOX),,"editor, unicode, DJGPP",Salvador Eduardo Tropea (set -at- users.sf.net),Salvador Eduardo Tropea (set -at- users.sf.net),http://setedit.sourceforge.net/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/edit/setedit/,http://setedit.sourceforge.net/,,DOS,"GNU General Public License, Version 2",edit,,9c02517a66d5ebf39d8e8f166c924ce2,0b9e40c1ded9af0e56caec6ddd5480ba531020a90be05620b4e8bc581f80f3f3,
setlock,SetLock,1.0,2001-11-24,"Caps, Num und Scroll Lock Tasten per Software steuern.",,,"lock, caps, num, scroll, set",shamm _AT_ cmlmicro.co.uk,shamm _AT_ cmlmicro.co.uk,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,6ec31ae45b9eaa22cf7984dfb04a2757,f8e5170eb5942f428a9797efc7e2a9872e80506189382ed2b74d146a07d56820,
shareext,shext,2.0,1998-04-15,Share Extender,,,share extension,Gennady S. Kolesnik,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system/,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system/,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,b1a9568f980faf307bacaa35fd31197a,11bc5c05de37564e4e842a514235eb1ed12caab17e5a5d45331f10299bfae890,
share,SHARE,08/2006,2007-10-20,File-Sharing und Sperren von Dateien - Nur auf FreeDOS,,,"share,file sharing",Ron Cemer,Michael Devore (FreeDosStuff -AT- devoresoftware.com) Japheth <mail -at- japheth.de>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/share.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/share/,http://www.dosemu.org/~bart/share.zip ftp://ftp.devoresoftware.com/downloads/share.zip,http://wiki.freedos.org/wiki/index.php/Share,FreeDOS only,GNU General Public License,base,,f6f3b88b83211eeeac08bf85f1199ad6,3c1218e3885cd59890acaee791273d20b4ef437ac6218ae5488e4fd4473ea5d8,
shsucdx,SHSUCDX,3.05,2013-06-13,Freier CDROM Extender fÅr DOS,,,"mscdex, shsucdex, fdcdex, cdrom, atapicdd, xcdrom",John H. McCoy,Jason Hood <jadoxa -at- yahoo.com.au> (looking for a new maintainer),http://www.geocities.com/jadoxa/shsucdx/index.html (newest version),http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/shsucdx/,http://www.shsu.edu/~csc_jhm/ http://www.pfu.net/fedtech/fcdex/ (no longer online),,"DOS (NASM), FreeDOS","Open Source (copyright reserved, free use program)",base,,aa3246648ead42c62056e1ca697f2843,a38290990cc82253090d53b6af7c00f2868d95bb89d11e8862bbdaf98739e755,
shsufdrv,SHSUFDRV,1.02,2005-12-22,SHSUFDRV ist ein Treiber fÅr Floppy und Festplatten Images. SHSURDRV kopiert ein Image in den Arbeitsspeicher und/oder erstellt RAM drives.,,,"Treiber driver, floppy, images, hard disk, ram drive",Jason Hood,Jason Hood <jadoxa -AT- yahoo.com.au> (looking for a new maintainer),http://www.geocities.com/jadoxa/shsufdrv/index.html (newest version),http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/disk/shsufdrv/,http://www.geocities.com/jadoxa/shsufdrv/index.html,,"DOS, FreeDOS",Freeware / source code available,util,,718b1640b9b7ab70a6ef9bb44df8b56d,6d7dbad861a8068bacca6e71711b069418b4b91cd7ce6df76dce6d34f02c4fa6,
simcoupe,SimCoupe,1.0,2013-12-17,Ein SAM Coupe Emulator.,,,,Simon Owen,,http://www.simcoupe.org,,,,"DOS, Windows, MacOS X, GNU/Linux, Windows Mobile, BeOS, QNX, OS/2, AmigaOS, PlayStation Portable, GP2X","GNU General Public License, Version 2",emulator,,8b02041381a43190e022459a3d224d12,b95d400f7ad73a05ca31a70757c705d2f76f832a2ea5d43b0508b282c794f7af,
sleep,sleep,1.0,2000-09-08,Sleep ist Ñhnlich den gleichnamigen UNIX-Tool. Sleep kann die AusfÅhrung von Batchdateien fÅr eine bestimmte Zeit pausieren.,,,"Erweiterung extension, utility, sleep",Trane Francks' <trane _at_ gol.com>,Trane Francks' <trane _at_ gol.com>,http://www2.gol.com/users/trane/programming/programming.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/user/,http://www2.gol.com/users/trane/programming/programming.html,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,b212238920aa9fcb1fbcce5addf5e7e1,7e2794fbeca3a4eb2172050a2d0baeea8f437648663d08aee1e2578e65e87261,
slowdown,SLOWDOWN,3.10,2016-05-14,"Einen schnellen Computer ausbremsen. Die Geschwindigkeit kann frei konfiguriert werden. Bietet verschiedene Methoden, den Computer langsam zu machen.",,,DOS,Bret Johnson <bret@bretjohnson.us>,Bret Johnson <bret@bretjohnson.us>,http://bretjohnson.us/,http://bretjohnson.us/,http://bretjohnson.us/,,DOS,"Freeware, see documentation",util,,ca5abeebed99aafd72486cd39d38d40f,ad4f6138b99f7e5c281128eb0babaebb1c57ca35fb3e93a31e6abadcc96152f8,
sneese,SNEeSe,0.853b,2013-12-09,SNEeSe ist ein Super NintEndo Entertainment System Emulator.,,,,Charles Bilyue',,http://www.emuunlim.com/sneese,,,,"DOS, Windows, GNU/Linux, Unix, BeOS",Clarified Artistic License,emulator,,6af0cdb662a2fdffb08ae62e5254a8ac,9b9f4624685e10f269d3f4f1153ddc91cf4d9dee18f7fa701fcee83409b0f9cf,
snova,Supernova,B,2013-12-10,"Text basiertes Adventure, welches sich in der Zukunft abspielt.",,,,Scott Miller,,http://www.3drealms.com/downloads.html,http://en.wikipedia.org/wiki/List_of_minor_Apogee_Software_video_games#Supernova,,,DOS,"GNU General Public License, Version 2",games,,d2b1447cb4c763c101f55b282bd806f0,3083f97f835d1a018e1af82832843362c981a19ef9ce2ac3f53db0d6883146b6,
sort,sort,1.5.1,2016-11-13,"Sortiert den Inhalt einer Datei, optional mit einer NLS Tabelle.",,,"sort, text, file",k4gvo -at- qsl.net (James Lynch),Eric Auer <eric -at- coli.uni-sb.de>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/sort/,,,http://wiki.freedos.org/wiki/index.php/Sort,"DOS (e.g. Borland Turbo C), includes own KITTEN library version, FreeDOS","GNU General Public License, Version 2",base,,e54fd3882786e4fc106aae3d6a664a19,a186099808deaa4982b46efcf960b41d4934a87778e3f3a7f869578a10dc513a,
spool,Spool,2.2,1995-06-28,Druckt im Hintergrund. Braucht das DOS-Tool PRINT nicht.,,,"print, spool, spooler",Craig Derouen,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/print/,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/print/,,"DOS, FreeDOS",Public Domain,util,,4a2d5f374f58911b7f7547b4364719f7,45fda35027d78508d7530d7feaebd9151c7a4e9fae5d5291a83b80a844fa3b8a,
sqlite,SQLite,3.5.6,2013-07-17,Eine kleine SQL Database Engine,,,"sql, sqlite",,,http://www.sqlite.org/,,,,DOS,Public Domain,util,,77efb1115c163963baca84c1a6991a1e,3db72ed983fc7ac75a8da8bc305436a9e189fe4ef764b750ffb6e3c1a8fdf26f,
srdisk,SRDISK (resizeable RAM disk),2.09c,2005-07-23,Resizeable Ramdisk. SRDISK ist schnell und kann mit mehr als 32MB XMS und EMS Speicher umgehen. Die Grî·e kann ohne Neustart oder Datenverlust geÑndert werden. Diskcopy kompatibel.,,,"extension, utility, ramdisk",Marko Kohtala kohtala-at-users.sourceforge.net,Marko Kohtala,http://sourceforge.net/projects/srdisk,,http://sourceforge.net/projects/srdisk,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,8a0fd24b6d1294b82cc2d33c102ba515,2b2abf288ff6038a8941e4f3ff454c138d4a9b6fba057a853b2d9a0b858cca54,
ssh2dos,SSH2DOS,0.2.1,2017-01-22,"SSH Client fÅr das SSH Protokoll v. 2.0. EnthÑlt au·erdem SCP, SFTP und telnet in 8086 und 80386 Versionen.",,,ssh protocol network communication remote access,nagyd@users.sourceforge.net,nagyd@users.sourceforge.net,http://sshdos.sourceforge.net,http://sshdos.sourceforge.net,http://sshdos.sourceforge.net,,DOS (OpenWatcom 1.x),"GNU General Public License, Version 2",net,,09e49f7790a6b49e9db0446b25aeb31b,3227e40de55096e230d326c353fd6d408299da03d05d543654f003bd2da09c83,
sshdos,SSHDOS,0.95,2017-01-27,"SSH Client fÅr DOS. EnthÑlt au·erdem SSH, SCP und SFTP in 8086 und 80386 Versionen.",,,ssh protocol network communication remote access,nagyd@users.sourceforge.net,nagyd@users.sourceforge.net,http://sshdos.sourceforge.net,http://sshdos.sourceforge.net,http://sshdos.sourceforge.net,,"DOS (Borland C 3.1, DJGPP 2.03)","GNU General Public License, Version 2",net,,7c03dc9fea9d287c53e06b74bb48bd1e,459e6b2576d69aede1c631d2b29aef58b4db5dfe275564d2e4662ba29fbc5d8c,
stamp,stamp,2.0,1998-09-30,"Setzen, Lesen und VerÑndern der Zeitstempel von Dateien.",,,freedos,ark _at_ mos.ru,ark _at_ mos.ru,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/stamp.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.0/pkgs,,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,0e442c741f17193e6337708993f78a4d,ec61f8d4411c85cd42b9daa429dfb9adf2629e73e354b0581fba82759b2d3901,
start,Start,1.0,2001-04-23,Startet ein FreeDOS Programm.,,,"start, launch",Joe Cosentino <hardmarine _at_ comcast.net>,Joe Cosentino <hardmarine _at_ comcast.net>,http://www.geocities.com/xsaintx69/freedos/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.0/pkgs,,,"DOS, FreeDOS","Express Software Public License, Version 1",util,,d2ba3470b9703f3da2b41eb3de009ca0,f897c3e6896ec3ecad3e4a6788f4de30f2587165fe7c1ccf41c89fa376944c9c,
sudoku86,sudoku86,1.0.3,2015-06-13,Ein 16bit Sudoku Spiel fÅr DOS auf 8086/8088 CPUs.,,,"sudoku,games",Mateusz Viste,Mateusz Viste,,,http://sudoku86.sourceforge.net/,,DOS,Simplified (2-Clause) BSD License,games,,b6cb62e642920266d0ac07e9ddd60689,d785b983ea2a051dee75dd5e2a2386945148fc31c162753fab8ebfcd096afd39,
suppls,SUPPL (lib),pre-release v2.7,2000-05-07,Eine grosse Bibliothek mit nÅtzlichen Funktionen.,,,"Bibliothek c, programming, library, supplemental",Steffen Kaiser <Steffen.Kaiser _at_ FH-Rhein-Sieg.DE>,Steffen Kaiser <Steffen.Kaiser _at_ FH-Rhein-Sieg.DE>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/suppls.html,,,,DOS,"GNU General Public License, Version 2",devel,,081ab22a5908aa90d56b673285794c6f,6dc08dee23d5670cc9410a55695744b3f133367a45ea2a76ea26d83d90c8f1d3,
switchar,switchar,1.0,1998-09-30,Anzeigen und setzen des DOS switchar.,,,freedos,cdye _AT_ unm.edu,raster _at_ highfiber.com,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/switchar.html,,,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,534ad03e64e5c6ccc1e48810a3b75371,65a765d320ad9e7971bc98457973f1a0fe3d9ac71f865cf1efcb6818e74faada,
swsubst,swsubst,3.2,2002-11-27,SUBST und JOIN,,,"freedos, subst, join",Steffen.Kaiser@fh-rhein-sieg.de,Steffen.Kaiser@fh-rhein-sieg.de,http://www2.inf.fh-rhein-sieg.de/~skaise2a/ska/sources.html,,http://www2.inf.fh-rhein-sieg.de/~skaise2a/ska/sources.html#swsubst,http://wiki.freedos.org/wiki/index.php/Subst,dos,"GNU General Public License, Version 2",base,,6355933a315bd3b81ebf141cfbd5d321,6630f3f9dac07407f055b473ea0b8a77e4fc2a54c9185e1fe774d7e8162dd242,
syslnx,Syslinux,4.05,2011-12-09,Die Syslinux Bootloader Sammlung.,,,eltorito syslinux memdisk isolinux module chain,H. Peter Anvin,H. Peter Anvin,http://syslinux.zytor.com/wiki/index.php/The_Syslinux_Project,http://www.kernel.org/pub/linux/utils/boot/syslinux/,,,,"GNU General Public License, Version 2",boot,,5ccb49399c5b5de2cf0bb8d39f011732,1134d9ac24a9f2493ba1942c16ed83ef3f3ac0d46ddfc9983eae8bf1c40ce65e,
tail,tail,7.02,1997-10-02,Schau dir den letzten Teil einer Datei an. éhnlich UNIX 'tail'.,,,"tail, unix, file",M.Aitchison _AT_ phys.canterbury.ac.nz,M.Aitchison _AT_ cyberxpress.co.nz,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/,,,,"DOS, FreeDOS",Open Source,util,,ed31fa72002b3c289e3c832cd494808d,34767ee1deb7e9eb819428ec3b6e7d3adad3d78bc89f3fbe77fd4f15baa73ca9,
tar,TAR (GNU TAR),1.12,2008-01-20,Ein Tape Archivierer.,,,"archiver, tape",Kai Uwe Rommel (ver. 1.09) rommel-at-lan.informatik.tu-muenchen.dbp.de,,http://www.gnu.org/software/tar/,http://mirrors.kernel.org/gnu/tar/,http://www.gnu.org/software/tar/,,"DOS, FreeDOS","GNU General Public License, Version 2",archiver,,db6abb9d87f018d3898e487f89d49a8d,95494ea8f8d7e0c1474b749f5af9b58e80b59097f5d273118cae55c23f2f1bc7,
tde,TDE (Thomson-Davis Editor),5.1v,2007-05-01,"TDE ist ein einfacher, Multi-Datei und Multi-Fenster Editor fÅr Text- und BinÑr-Dateien. Entwickelt fÅr IBM PCs und Klone mit DOS und Win32 Konsole.",,,"edit, editor, text",Frank Davis Jason Hood <jadoxa -at- yahoo.com.au>,Jason Hood <jadoxa -at- yahoo.com.au>,http://www.geocities.com/jadoxa/tde/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/edit/tde/,http://www.geocities.com/jadoxa/tde/,,"DOS, FreeDOS, Win32 (console) Linux",Public Domain,edit,,be1d4b1808ad55b09f5019440add69aa,ff136bfd6a5c62237bbaa9424602a8caa7f9a8fbb9c7b2cb920512c7fecb0724,
tee,TEE,2.0.3,2008-07-27,Speichert seinen Input in eine Datei und zeigt ihn gleichzeitig auf stdout an.,,,"tee, unix",Jim Hall <jhall -at- freedos.org>,Alex Malozemoff <amalozemoff1 -at- gmail.com>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/tee.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/tee/,http://www.freedos.org/jhall,,"DOS (OpenWatcom C), FreeDOS","GNU General Public License, Version 2",util,,e4915a97164032a6ba955a8327e325eb,6b8d0150a1b569fdc284b727b7fb0426a0bb124d337379ad0235b5674f673b1d,
terminal,terminal,3.2,2015-05-16,Ein kleines VT100/ANSI Terminal fÅr jeden PC.,,,"terminal, rs-232, vt100",Eric Auer,Eric Auer,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/terminal.html,,,,DOS (nasm),"GNU General Public License, Version 2",util,,0f9cf78b9a0f2e54369e712fe82e3031,a52bd5d1bd161f59699cc831ffb7f58211012877066696071b376ff7a7c9a416,
testdisk,Testdisk (and Photorec),7.0,2016-05-14,Testdisk checkt Partitionen und Bootsektoren von DatentrÑgern. Photorec ist ein Tool um Daten verschiedenster Art zu retten.,,,"testdisk, photorec, data, recover, test",Christophe GRENIER,Christophe GRENIER,http://www.cgsecurity.org/,,,,DOS,"GNU General Public License, Version 2",util,,5a5ae6e9c4908eb14cf4a3e51b4a7cfa,3dac580be23d23490b6936e5ad6d2a6961b3244e84309d4fde393a6333d107e6,
topspin,topspin,3,2000-06-06,"Ein MenÅ-Interpreter-Programm, welches dem Benutzer erlaubt, Umgebungen zu erstellen, wo es keine gibt.",,,"menu, system, utility",Robert Canup <rcanup _at_ hal-pc.org>,Robert Canup <rcanup _at_ hal-pc.org>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/menu,,,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,54e2bf5274e56ff5a936910461e46843,09b0efdedbbeb99b85007915c9dfaa8d78b2f914f454a18864c54773d35d8242,
touch,TOUCH,1.4.4,2012-09-22,Setzen von Datum und Uhrzeit einer Datei wie beim UNIX-Tool 'touch',,,"touch, time stamp, unix",k -at- heidenstrom.gen.nz,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file,,,,"DOS (2.0, 8086), FreeDOS","GNU General Public License, Version 2",util,,f2afd2f7224ed937b18a66129091eac5,d1742e0f5a465d4907812efbe58abdb8f5c36fed17c5ee4e5477855e3585ba25,
tppatch,TPPATCH,1996-12-27,2012-09-25,"Patcht Turbo Pascal Programming, die den ""RUNTIME Error 200"" Bug enthalten.",,,"runtime, tp",Andreas Bauer,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/tppatch.html,,,,DOS,"Free, no sources",devel,,14223eed018067b7461e7362bac1e118,1fac9f5f4031e85a1eda138f21784d6f8f9715828e66e80b13e4f868c32f86c6,
trch,trch,3.1f,2011-08-10,"Wandelt Dateien vom DOS-Format ins UNIX-Format und umgekehrt. éhnlich, aber nicht das selbe, wie das UNIX-Tool 'tr'. EnthÑlt Cats GNU LGPL.",,,"trch, unix2dos, tr",Jim Hall,Alexis Malozemoff,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/user/trch/,,http://www.freedos.org/jhall/,,"DOS (Borland C), FreeDOS","GNU General Public License, Version 2",util,,c795c71d3fe676ca92e076011dc32edf,fd31f11591924492dd9bd07d779801cfd000992c627d5a787bd1a24d89504bc3,
tree,Tree,3.7.2,2002-09-03,"Zeigt den Ordnerinhalt oder den, eines Pfades grafisch an.",,,"tree, FreeDOS, DOS, Win32",Dave Dunfield <dave@dunfield.com>,Kenneth J. Davis <jeremyd@computer.org>,http://www.darklogic.org/fdos/projects/tree/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/tree/,http://www.dunfield.com,http://wiki.freedos.org/wiki/index.php/Tree,"DOS (TC2, TC++1, TC30, BC31, BC45, MicroC v3*, Pacific C*, Digital Mars),","GNU General Public License, Version 2",base,,aa5e6f47e90352869c4e7c49a638880a,e632d08027ef1fbcfc87787de3ead1be39a761c28801bb8c3b5c5b6860b53f6a,
udvd2,udvd2,2015-03-05,2016-12-26,CD/DVD UltraDMA Treiber,,,"cd, dvd, driver",Jack R. Ellis,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/ellis/,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/udvd2.html,,,DOS,Free w/sources,util,,ff345a4fdd934dea9493461567a440af,f9eefd86a37904569e9a6dc3606a8837ab00cf6f811e222893f018837509367e,
uhex,uHex,1.0.4,2015-08-27,Uhex ist ein einfacher und schneller Hex-Editor.,,,"hex,editor,viewer",Mateusz Viste,,,,http://uhex.sourceforge.net,,DOS,Simplified (2-clause) BSD License,edit,,1d0c040116c3d053a715589573e85589,0332ba0b4bf5f1787eeb51610dfb2f783bc05235027f58021c1446d8580a39f5,
undelete,Undelete,2008,2009-04-05,"Undelete erlaubt dem Nutzer gelîschte Dateien, aber nicht Åberschriebene, von FAT16/FAT32 Dateisystemen wiederherzustellen.",,,"undelete, unerase, recovery",Eric Auer,Eric Auer,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/undelete.html,,,http://wiki.freedos.org/wiki/index.php/Undelete,"DOS, FreeDOS","GNU General Public License, Version 2",base,,24d8cd201c21cefff7421fc54696392b,3258e7d5f8fa7aca7178167494ec4fc888ce2fae6084b4ca779dca3a0960e7ae,
unformat,UNFORMAT,0.8,1999-03-24,Unformat stellt versehentlich formatierte DatentrÑger wieder her.,,,"format, unformat, harddrive,",Brian Reifsnyder <breifsnyde -at- state.pa.us>,Brian Reifsnyder <breifsnyde -at- state.pa.us>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/unformat/,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/unformat/,http://wiki.freedos.org/wiki/index.php/Unformat,"DOS, FreeDOS",GNU General Public License,base,,0a44258fbcff1ae7affeb01a171077d7,1ff8a2f77ed349bb73221037ea0d79d60e4b69873d8399f5dd7037005a1e98d9,
unrar,UnRAR,3.93,2017-05-30,UnRAR ist ein Extraktionsprogramm fÅr .RAR-Archive.,,,"UnRAR, RAR, decompressor, archive",Alexander L. Roshal,,http://www.rarlab.com,,,,DOS,"Freeware, see license.txt",archiver,,3b6a4b428f0a85e1247faa36fa0ac7a3,38db894d9ac2c562b3679eaec32f3ad727828c090b2510050f5b9d5e3340e2e2,
unrtf,UnRTF,0.21.5,2013-08-22,"Konvertiert Dokumente im RTF-Format in andere Formate (html, latex, txt, ?)",,,rtf,Zachary Smith,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/unrtf.html,,,,DOS,"GNU General Public License, Version 3",util,,352af57b77ea616b9ca6384e9a12d3b0,d9315cc66494a80a83b604608dfa4c298d479f18d09bfeaf47a86a46ed26d560,
unzip,UnZip,6.00,2012-09-23,Ein Dekompressionstool Ñhnlich PKUNZIP.,,,"freedos, unzip, infozip, pkunzip",info-zip@wkuvx1.wku.edu,info-zip@wkuvx1.wku.edu,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/unzip.html,,,,"dos, unix, mac","Open Source, see license",archiver,,88e36eb45178773a3573fb2227f688d5,00227e5b6f6b7d168973b1355ff74402d3785c89b68675fbd1c72dac2d436729,
uptimec,Uptime (Chamorro),2.60,2017-08-13,"Zeigt an, wie lange der Rechner schon lÑuft seit Systemstart. éhnlich dem UNIX-Tool 'uptime'","UPTIME ist ein 16bit DOS Tool, das die Zeit anzeigt, die seit Systemstart vergangen ist. Es ist das Pendant zum *NIX-Tool ""uptime"".","Added -r errorlevel (1). More 386 optimizations. Size reduced from 1,318 bytes to 1,314 bytes. Upgraded to ASMC to 2.25H.",uptime,Javier Gutierrez Chamorro,Javier Gutierrez Chamorro,http://nikkhokkho.sourceforge.net/static.php?page=UPTIME,http://sourceforge.net/projects/nikkhokkho/files/UPTIME/,,,"DOS, FreeDOS","GNU Lesser General Public License, Version 3",util,,0cbdeac90eb1db75fe1490ef37b8f9de,2142e0f877e3ec69e6342ed2cbca2b74f6c8e462d03b241ca0d373d1ea9077b6,
uptime,uptime,7.02,1998-04-15,"Zeigt die Uptime an, sogar in DOSEmu. éhnlich dem UNIX-Tool 'uptime'",,,uptime,M.Aitchison _AT_ phys.canterbury.ac.nz,M.Aitchison _AT_ cyberxpress.co.nz,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system/,,,,"DOS, FreeDOS",Source Code Available (open),util,,da3791782eac0889983ee8b35bd45944,b1d45ae900ba8a31e78b58a22c86e0c64b15727cb457970e2212e843c365bd84,
upx,UPX,3.94,2017-05-14,"UPX ist ein freier, portabler, erweiterbarer Packer fÅr verschiedene ausfÅhrbare Formate, der sich durch eine hohe Kompressionsrate auszeichnet.",,,executable packer,"Markus F.X.J. Oberhumer, Laszlo Molnar and John F. Reiser","Markus F.X.J. Oberhumer, Laszlo Molnar and John F. Reiser",https://upx.github.io,https://github.com/upx/upx http://upx.sourceforge.net/,,,DOS,"GNU General Public License, Version 2",devel,,41b0499f3d4752421a60825a9e4c5d92,332ec4efc0d378cf58b62e37d5414ba3842563e43c4ef07c9d56e637edb81bb4,
