id,title,version,entered-date,description,summary,changes,keywords,author,maintained-by,primary-site,alternate-site,original-site,wiki-site,platforms,copying-policy,group,crc,md5,sha,versions,,,
pico,Pico,3.96,2013-08-17,Pine Composer tarzç sade bir metin dÅzenleyicisi ,,,dÅzenleyici,"Michael Seibel, Laurence Lundblade",,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/pico.html,,,,DOS,GNU General Public License,edit,,8565657cd55ebea9a9235bc686c55a7a,e58fa7a6b86ae2031b4d2935a2e12ecb065890fb70d64b2841c9a3350968abe7,,,,
ping,ping,2.2,2013-06-23,"Ping internet tanç aracç. Bu sÅrÅm, Watt-32 v2.2 paketinden áçkarçlmçütçr.",,,ping,Erick Engelke,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/ping.html,,,,FreeDOS,GNU General Public License,net,,43a480ed5a625497e2c7582206a1e336,c4aa6084bf1f8cb86bc52b8b8de155a2de8b907186c70edd574255e66a36654e,,,,
pngcrush,pngcrush,1.7.66,2013-07-17,PNG sçkçütçrma/iyileütirme aracç,,,png sçkçütçrma,Glenn Randers-Pehrson,,,,http://pmt.sourceforge.net/,,DOS,zlib/libpng License,util,,83b1abe22f072cc421b2d086a40248f0,8781a37b9b69dae8053fe8060a3e09563bf1238954f441308d6b508cb1a0e54a,,,,
print,PRINT,1.02.ea,2008-12-12,Baüka üeyler yaparken dosyalarç arka planda yazdçrçn.,,,"yazdçr, spool, lpr",James Tabor <jimtabor -AT- infohwy.com>,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/print/,,,http://wiki.freedos.org/wiki/index.php/Print,"DOS, FreeDOS","GNU General Public License, Version 2",base,,d1460eb869a474a86a120add6a658645,7ac6220a40f33943c430c98ad8dfdeaf8b539edbeef02760243f4df80d2d3746,,,,
psrinvad,INVADERS,1.1d,2018-03-07,Space Invaders (Uzay òstilacçlarç) oyununun klonu,,"more minor cleanups, sed portability fixes","Space Invaders, Arcade, Oyunlar",Paul S. Reid,,www.freedos.org,,,,"DOS, TASM/MASM/A86/LZASM/JWASM/WASM/NASM/FASM/OCTASM/TMA/WOLF",Open Source,games,,6e6b31a8499ac3b9f9075cba4c5c8e76,0889196d668bdf498ed516542bc400a122b9f0667fe4c9baf5b2995ce3e556e3,,,,
qtetris,TETRIS Queen,1.4.1,2013-07-16,"TETRIS oyununun bir klonu, ve aynç zamanda Queen grubuna bir atçf.",,,tetris,David A. Capello,,http://qtetris.sourceforge.net,,,,DOS,"GNU General Public License, Version 2",games,,28246f814db1212f1ac46d9310bf4f0a,086f4466d40074e69f03af6d5afd9b3b53c00177cf86ce85a9ab3d3bfe0f1b30,,,,
raread,raread,1.1,2001-08-10,Bir disket iáin kalçbç okur (ki bu kalçp RAWRITE kullançlarak yazçlabilir). Disk kalçplarç oluüturmak iáin kullançülçdçr.,,,"ham, oku, disket, kalçp",Brian E. Reifsnyder (reifsnyderb _at_ mindspring.com),Brian E. Reifsnyder (reifsnyderb _at_ mindspring.com),http://www.fdos.org/ripcord/rawrite/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/disk/,http://www.fdos.org/ripcord/rawrite/,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,c6b0cfaf3ca6e33ca6bcad8fff65d2a4,9937e8ff2aabcac772f4d395765749735fd2b56aa4969ba18b9e9e14c0c8c54f,,,,
rawrite,rawrite,1.3,2008-06-19,Disk dosyasçnç ham diskete yaz,,,"disket, yaz, rawrite",Mark Becker (mbeck _AT_ ai.mit.edu),Guy Helmer (ghelmer _AT_ dsuvax.dsu.edu),http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/disk/rawrite/,http://www.fdos.org/ripcord/rawrite/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/disk/rawrite/,,"DOS, FreeDOS",Source code available (open),util,,cc643be71fa3f12b992e23c750ca227d,a1c0f4679778b6575d5f6b6988d3c3cb0493814a3d1218be4158c6db84ea8758,,,,
rcal,rcal,1.0,2018-08-02,'kaßçt rulolu' hesap makinelerini taklit eden kayan noktaya sahip bÅyÅk sayç hesaplayçcçsç. 8086+,,,"calc, calculator",Mateusz Viste,Mateusz Viste,http://rcal.sourceforge.net,,http://rcal.sourceforge.net,,dos,MIT License,util,,afb9eb7abe77579716431e00f1718b08,d9921cf64743c4e906d2f4bbb8795d761c0f3e547d5ffd87dbe6fe8532d5ea3c,,,,
recover,RECOVER,0.1 (BETA),2004-02-07,Diskleri veya kayçp dosyalarç kurtarçn.,,,"kurtar, diskler, dosyalar",Imre Leber <imre.leber -AT- telenet.be>,Imre Leber <imre.leber -AT- telenet.be>,http://users.telenet.be/imre/FreeDOS/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/recover/,http://users.pandora.be/imre/FreeDOS/,http://wiki.freedos.org/wiki/index.php/Recover,"DOS, FreeDOS","GNU General Public License, Version 2",base,,42f7aeee9afce84c7ec370dd4f1aa4c8,16b93e7b6f9ade82162a05ef57e129e0b2189e8c0b2b8558068412710f9dbd4a,,,,
regina,Regina REXX,3.7,2013-02-04,Regina Rexx yorumlayçcçsçnçn SAA Rexx API desteßi ile taüçmasç.,,,"Regina,REXX",Mark Hessling,,regina-rexx.sourceforge.net,,,,DOS,"GNU Library General Public License, Version 2",devel,,8778295f568863f683a6739c0175b714,76bb71de0a02f49a04119133421ed703c70b30ef4adf809ae54e554835c2666e,,,,
replace,REPLACE,1.2,2001-03-25,"Hedef dizindeki dosyalarç, aynç ada sahip kaynak dizinindeki dosyalarla deßiütirir.",,,"kopyala, yerine koy",Rene Ableidinger <rene.ableidinger -AT- gmx.at>,Rene Ableidinger <rene.ableidinger -AT- gmx.at>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/replace/,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/replace/,,"DOS, FreeDOS","GNU General Public License, Version 2",base,,a21046993d620c030e9072c9fcc4a965,da41f768f4f5eb789a2744672f5b22a3317cc15e421fd03748bb6f48bb560f7d,,,,
romdsk,ROMDSK,1.1,2004-10-27,"DOS áekirdeßinin ROM Åzerinden (EPROM, Flash) baülatçlmasçna izin vermek iáin ROM disk araá takçmç",,,ROM disk EPROM flash EEPROM DOS FreeDOS áekirdek înyÅkleme INT19H,sbk _at_ gifta.bg (Stanislav Bonchev),georgievli _at_ netscape.net (Luchezar Georgiev),http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/romdsk.html,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system/,,,"DOS (TASMB), FreeDOS","GNU General Public License, Version 2",boot,,d18d3fcd01ea297a08d8c0381f39d64f,56c64c9311b0007951d98d7d6cea6994017f54743dcf5cd006d979eeb92ee918,,,,
romos,ROMOS,1.00,2004-02-22,"ROMOS, disk olmadan FreeDOS'u harici ROM'dan veya sistem BIOS'undan baülatabilir",,,"ROM,BIOS,Flash,ISA ROM modÅl,DOS,NASM,AWARD,HOTFLASH,CPUID,microcode","RayeR, http://www.volny.cz/rayer","RayeR, http://www.volny.cz/rayer",http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/romos.html,http://www.volny.cz/rayer/romos/romose.htm,,,OS independent x86 code (use NASM compiler),"GNU General Public License, Version 2",boot,,3d1f6a1adc5398ffd7221de4875798e3,7446dc610875a936fb1f84d5f3d999e7ab4bc5a53c8f858d3b0787d9b3a610bd,,,,
rsync,rsync,2.2.5,2013-02-01,"rsync, dosya ve dizinleri bir konumdan dißerine senkronize ederken, uygun oldußunda delta kodlamasçnç kullanarak veri aktarçmçnç en aza indiren bir yardçmcç program yazçlçmçdçr. Bu rsync taüçmasç,  kçsmen bellek sçnçrlamalarç ve kçsmen de DOS'un îzellikleri nedeniyle tam rsync'in bir alt kÅmesidir.  Ana farklçlçklar üunlardçr: sadece istemci; rsh veya ssh iáin destek yoktur; sunucudaki dosya adlarç DOS biáiminde olmalçdçr; dosya verileri sçkçütçrçlmaz.",,,rsync,,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/rsync.html,,,,DOS,"GNU General Public License, Version 2",net,,95e5b382d361f4b0f03bcaee1df7ab39,577c372b114f079bce4cf321c08067f1d3b30d27728ba923d9c15232a8cc5e13,,,,
runtime,runtime,2.1b,2002-10-20,Bir programçn áalçütçrçlmasçnç zamanlar ve onun áalçütçrma zamançnç size belirtir,,,"dos, áalçüma, sÅre, zamanlayçcç",Jim Hall <jhall@freedos.org>,Jim Hall <jhall@freedos.org>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/runtime.html,,http://www.isd.net/jhall1/freedos/utils.html,,dos (Borland C) **requires Cats (GNU LGPL),GNU General Public License,devel,,105c1e151c3c9834000cdfcb020d72a4,e556e207ec6e2ef8843162f843a3c61fa401cda5ca08309ca954951a095b7f5f,,,,
samcfg,SAMCFG,20110719,2011-07-19,C:\CONFIG.SYS ve C:\AUTOEXEC.BAT dosyalarçnç oluüturmak iáin îrnek dosya seti,,,"freedos, îrnek, yapçlandçrma, config.sys, autoexec.bat, batch, betik",Bernd Blaauw <bblaauw@home.nl>,Bernd Blaauw <bblaauw@home.nl>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos,,"DOS, FreeDOS",Public domain,base,,174e5dd0ecc3bc4dc76f8349a872424c,04861adbfafb0d33e3f17aa427ee7f20f5a35906b22f99f4b656f3ff272c9ea6,,,,
seal,SEAL,2.0.11,2016-04-28,"SEAL, DOS iáin bir 32 bit grafik kullançcç arayÅzÅdÅr (GUI). Dinamik bir baßlantç sistemi (XDL), ses ve dißer áoklu ortam iülevleri (SFA), áok dilli destek ve daha fazlasç gibi biráok geliümiü îzellißi destekler!",,,SEAL2 GUI FreeDOS DOS,Julien Etelain and others.,Owen Rudge <orudge _AT_ users.sourceforge.net>,http://sealsystem.sourceforge.net/,http://sealsystem.sourceforge.net/,,,,"GNU General Public License, Version 2",util,,7b7ef2a21f25d50217beeb8084747d19,230780f41fd5846bfed15b07dca0fd27efd3322d64128689c9612a28137b16b5,,,,
search,Search,1.0,2003-04-01,Bilgisayarçnçzdaki dosyalarç bulur,,,"freedos, arama",Joe Cosentino <onehardmarine@attbi.com>,Joe Cosentino <onehardmarine@attbi.com>,http://www.geocities.com/xsaintx69/freedos,http://www.geocities.com/xsaintx69/freedos,http://www.geocities.com/xsaintx69/freedos,,DOS,"GNU General Public License, Version 2",util,,be9bef93dc71983d9505f32122dd58a3,edea9aa8b12ba9e01b3fba45a10e3604683047d00b0368d26ad918b1ab2f9559,,,,
setedit,setedit,0.5.4,2017-05-04,DGJPP iáin BC++ tÅmleüik geliütirme ortamçna ve RHIDE'a benzeyen bir programcç dÅzenleyicisi,"setedit, DOS iáin Borland dÅzenleyicilerin gîrÅnÅmÅ ve iüleyiüine yakçn bir konsol metin dÅzenleyicisidir. Bu kçlavuz sayfasç sadece dÅzenleyicinin komut satçrç seáeneklerini aáçklar. DÅzenleyici hakkçnda tam yardçmç dÅzenleyicinin yardçmçnda bulabilirsiniz. Seáeneklerden sonra herhangi bir sayçda dosya adç belirtilebilirsiniz ve bunlar dÅzenleyici tarafçndan otomatik olarak listeledißiniz sçrayla yÅklenir. SET_CMD-LINE ortam deßiükenini kullanarak ekstra komut satçrç seáeneklerini iletebilirsiniz. Bu iülev hakkçnda daha fazla bilgi iáin belgelendirmeyi okuyunuz. (Not: setedit, DOSBox ile áalçümaz)",,"dÅzenleyici, unicode, DJGPP",Salvador Eduardo Tropea (set -at- users.sf.net),Salvador Eduardo Tropea (set -at- users.sf.net),http://setedit.sourceforge.net/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/edit/setedit/,http://setedit.sourceforge.net/,,DOS,"GNU General Public License, Version 2",edit,,9c02517a66d5ebf39d8e8f166c924ce2,0b9e40c1ded9af0e56caec6ddd5480ba531020a90be05620b4e8bc581f80f3f3,,,,
setlock,SetLock,1.0,2001-11-24,"Caps Lock, Num Lock ve Scroll Lock tuülarçnç yazçlçmdan ayarlayçn",,,"lock, caps, num, scroll, ayarla",shamm _AT_ cmlmicro.co.uk,shamm _AT_ cmlmicro.co.uk,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,6ec31ae45b9eaa22cf7984dfb04a2757,f8e5170eb5942f428a9797efc7e2a9872e80506189382ed2b74d146a07d56820,,,,
shareext,shext,2.0,1998-04-15,Share (paylaüçm) geniületicisi,,,paylaüçm uzantçsç,Gennady S. Kolesnik,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system/,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system/,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,b1a9568f980faf307bacaa35fd31197a,11bc5c05de37564e4e842a514235eb1ed12caab17e5a5d45331f10299bfae890,,,,
share,SHARE,08/2006,2007-10-20,Sabit diskinizde dosya paylaüçmç ve kilitleme yeteneklerini yÅkler - sadece FreeDOS áekirdeßi iáin,,,"paylaüçm,dosya paylaüçmç",Ron Cemer,Michael Devore (FreeDosStuff -AT- devoresoftware.com) Japheth <mail -at- japheth.de>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/share.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/share/,http://www.dosemu.org/~bart/share.zip ftp://ftp.devoresoftware.com/downloads/share.zip,http://wiki.freedos.org/wiki/index.php/Share,FreeDOS only,GNU General Public License,base,,f6f3b88b83211eeeac08bf85f1199ad6,3c1218e3885cd59890acaee791273d20b4ef437ac6218ae5488e4fd4473ea5d8,,,,
shsucdx,SHSUCDX,3.05,2013-06-13,DOS iáin îzgÅr CD-ROM geniületicisi,,,"mscdex, shsucdex, fdcdex, cdrom, atapicdd, xcdrom",John H. McCoy,Jason Hood <jadoxa -at- yahoo.com.au> (looking for a new maintainer),http://www.geocities.com/jadoxa/shsucdx/index.html (newest version),http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/shsucdx/,http://www.shsu.edu/~csc_jhm/ http://www.pfu.net/fedtech/fcdex/ (no longer online),,"DOS (NASM), FreeDOS","Open Source (copyright reserved, free use program)",base,,aa3246648ead42c62056e1ca697f2843,a38290990cc82253090d53b6af7c00f2868d95bb89d11e8862bbdaf98739e755,,,,
shsufdrv,SHSUFDRV,1.02,2005-12-22,"SHSUFDRV, disket ve sabit disk kalçplarç iáin bir sÅrÅcÅdÅr. SHSURDRV kalçbç RAM belleße yÅkler ve/veya RAM sÅrÅcÅler oluüturur.",,,"sÅrÅcÅ, disket, kalçplar, sabit disk, ram sÅrÅcÅ",Jason Hood,Jason Hood <jadoxa -AT- yahoo.com.au> (looking for a new maintainer),http://www.geocities.com/jadoxa/shsufdrv/index.html (newest version),http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/disk/shsufdrv/,http://www.geocities.com/jadoxa/shsufdrv/index.html,,"DOS, FreeDOS",Freeware / source code available,util,,718b1640b9b7ab70a6ef9bb44df8b56d,6d7dbad861a8068bacca6e71711b069418b4b91cd7ce6df76dce6d34f02c4fa6,,,,
simcoupe,SimCoupe,1.0,2013-12-17,Bir SAM Coupe ôykÅnÅmcÅsÅ.,,,,Simon Owen,,http://www.simcoupe.org,,,,"DOS, Windows, MacOS X, GNU/Linux, Windows Mobile, BeOS, QNX, OS/2, AmigaOS, PlayStation Portable, GP2X","GNU General Public License, Version 2",emulator,,8b02041381a43190e022459a3d224d12,b95d400f7ad73a05ca31a70757c705d2f76f832a2ea5d43b0508b282c794f7af,,,,
sleep,sleep,1.0,2000-09-08,"sleep, aynç ismi taüçyan UNIX yardçmcç programçna benzer. sleep, toplu iü (batch) dosyalarçnçn áalçütçrçlmasçnç bir sÅre askçya almak iáin kullançlabilir. sleep, onu destekleyen iületim sistemlerine zaman dilimleri verir. sleep ayrçca DOS switchar'ç tançr ve destekler.",,,"uzantç, yardrçmcç program, sleep",'Trane Francks' <trane _at_ gol.com>,'Trane Francks' <trane _at_ gol.com>,http://www2.gol.com/users/trane/programming/programming.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/user/,http://www2.gol.com/users/trane/programming/programming.html,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,b212238920aa9fcb1fbcce5addf5e7e1,7e2794fbeca3a4eb2172050a2d0baeea8f437648663d08aee1e2578e65e87261,,,,
slowdown,SLOWDOWN,3.10,2016-05-14,"Hçzlç bir bilgisayarç yavaülatçr. Speed, tamamen komut satçrçndan veya kçsayol tuülarç ile yapçlandçrçlabilir. Bilgisayarç yavaülatmak iáin áeüitli deßiüik 'metotlarç' veya 'kipleri' bulunur.",,,DOS,Bret Johnson <bret@bretjohnson.us>,Bret Johnson <bret@bretjohnson.us>,http://bretjohnson.us/,http://bretjohnson.us/,http://bretjohnson.us/,,DOS,"Freeware, see documentation",util,,ca5abeebed99aafd72486cd39d38d40f,ad4f6138b99f7e5c281128eb0babaebb1c57ca35fb3e93a31e6abadcc96152f8,,,,
sneese,SNEeSe,0.853b,2013-12-09,SNEeSe bir Super NintEndo Entertainment System EmÅlatîrÅdÅr.,,,,Charles Bilyue',,http://www.emuunlim.com/sneese,,,,"DOS, Windows, GNU/Linux, Unix, BeOS",Clarified Artistic License,emulator,,6af0cdb662a2fdffb08ae62e5254a8ac,9b9f4624685e10f269d3f4f1153ddc91cf4d9dee18f7fa701fcee83409b0f9cf,,,,
snova,Supernova,B,2013-12-10,Gelecekte geáen metin temelli bir macera oyunu.,,,,Scott Miller,,http://www.3drealms.com/downloads.html,http://en.wikipedia.org/wiki/List_of_minor_Apogee_Software_video_games#Supernova,,,DOS,"GNU General Public License, Version 2",games,,d2b1447cb4c763c101f55b282bd806f0,3083f97f835d1a018e1af82832843362c981a19ef9ce2ac3f53db0d6883146b6,,,,
sort,sort,1.5.1,2016-11-13,òsteße baßlç olarak NLS harmanlama tablosunu kullanarak bir metin dosyasçnçn iáerißini sçralayçn,,,"sçrala, metin, dosya",k4gvo -at- qsl.net (James Lynch),Eric Auer <eric -at- coli.uni-sb.de>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/sort/,,,http://wiki.freedos.org/wiki/index.php/Sort,"DOS (e.g. Borland Turbo C), includes own KITTEN library version, FreeDOS","GNU General Public License, Version 2",base,,e54fd3882786e4fc106aae3d6a664a19,a186099808deaa4982b46efcf960b41d4934a87778e3f3a7f869578a10dc513a,,,,
spool,Spool,2.2,1995-06-28,"Dosya yazdçrmayç arka planda toplar. Bu, bir PRINT komutunun kullançlmasçnç gerektirmez.",,,"yazdçr, spool, spooler",Craig Derouen,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/print/,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/print/,,"DOS, FreeDOS",Public Domain,util,,4a2d5f374f58911b7f7547b4364719f7,45fda35027d78508d7530d7feaebd9151c7a4e9fae5d5291a83b80a844fa3b8a,,,,
sqlite,SQLite,3.5.6,2013-07-17,GîmÅlebilir bir SQL Veritabanç Motoru,,,"sql, sqlite",,,http://www.sqlite.org/,,,,DOS,Public Domain,util,,77efb1115c163963baca84c1a6991a1e,3db72ed983fc7ac75a8da8bc305436a9e189fe4ef764b750ffb6e3c1a8fdf26f,,,,
srdisk,SRDISK (resizeable RAM disk),2.09c,2005-07-23,"Yeniden boyutlandçrçlabilir Ramdisk. Srdisk hçzlçdçr ve 32 MB Åzeri XMS ve EMS belleßi kullanabilir. Diskin boyutu, yeniden baülatma veya iáerik kaybç olmadan deßiütirilebilir.  Diskcopy ile uyumludur.",,,"uzantç, yardçmcç program, ramdisk",Marko Kohtala kohtala-at-users.sourceforge.net,Marko Kohtala,http://sourceforge.net/projects/srdisk,,http://sourceforge.net/projects/srdisk,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,8a0fd24b6d1294b82cc2d33c102ba515,2b2abf288ff6038a8941e4f3ff454c138d4a9b6fba057a853b2d9a0b858cca54,,,,
ssh2dos,SSH2DOS,0.2.1,2017-01-22,"2.0 sÅrÅm SSH protokolÅ iáin SSH istemcisi. Ayrçca hem 8086 hem de 386 sÅrÅmlerinde SCP, SFTP ve telnet iáerir.",,,ssh protokol aß iletiüim uzaktan eriüim,nagyd@users.sourceforge.net,nagyd@users.sourceforge.net,http://sshdos.sourceforge.net,http://sshdos.sourceforge.net,http://sshdos.sourceforge.net,,DOS (OpenWatcom 1.x),"GNU General Public License, Version 2",net,,09e49f7790a6b49e9db0446b25aeb31b,3227e40de55096e230d326c353fd6d408299da03d05d543654f003bd2da09c83,,,,
sshdos,SSHDOS,0.95,2017-01-27,"DOS iáin SSH istemcisi. Ayrçca hem 8086 hem de 386 sÅrÅmlerinde SSH, SCP ve SFTP iáerir.",,,ssh protokol aß iletiüim uzaktan eriüim,nagyd@users.sourceforge.net,nagyd@users.sourceforge.net,http://sshdos.sourceforge.net,http://sshdos.sourceforge.net,http://sshdos.sourceforge.net,,"DOS (Borland C 3.1, DJGPP 2.03)","GNU General Public License, Version 2",net,,7c03dc9fea9d287c53e06b74bb48bd1e,459e6b2576d69aede1c631d2b29aef58b4db5dfe275564d2e4662ba29fbc5d8c,,,,
stamp,stamp,2.0,1998-09-30,"Dosyalarçn zaman damgalarçnç ayarlayçn, gîrÅntÅleyin ve filtreleyin",,,freedos,ark _at_ mos.ru,ark _at_ mos.ru,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/stamp.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.0/pkgs,,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,0e442c741f17193e6337708993f78a4d,ec61f8d4411c85cd42b9daa429dfb9adf2629e73e354b0581fba82759b2d3901,,,,
start,Start,1.0,2001-04-23,FreeDOS programlarçnç baülatçr.,,,"start, baülat",Joe Cosentino <hardmarine _at_ comcast.net>,Joe Cosentino <hardmarine _at_ comcast.net>,http://www.geocities.com/xsaintx69/freedos/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.0/pkgs,,,"DOS, FreeDOS","Express Software Public License, Version 1",util,,d2ba3470b9703f3da2b41eb3de009ca0,f897c3e6896ec3ecad3e4a6788f4de30f2587165fe7c1ccf41c89fa376944c9c,,,,
sudoku86,sudoku86,1.0.3,2015-06-13,8086/8088 yongalarç iáin 16 bit bir Sudoku oyunu,,,"sudoku,oyunlar",Mateusz Viste,Mateusz Viste,,,http://sudoku86.sourceforge.net/,,DOS,Simplified (2-Clause) BSD License,games,,b6cb62e642920266d0ac07e9ddd60689,d785b983ea2a051dee75dd5e2a2386945148fc31c162753fab8ebfcd096afd39,,,,
suppls,SUPPL (lib),pre-release v2.7,2000-05-07,Aüaßçdakiler de dahil olmak Åzere yararlç iülevler kÅtÅphanesi:,,,"c, programlama, kÅtÅphane,tamamlayçcç",Steffen Kaiser <Steffen.Kaiser _at_ FH-Rhein-Sieg.DE>,Steffen Kaiser <Steffen.Kaiser _at_ FH-Rhein-Sieg.DE>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/suppls.html,,,,DOS,"GNU General Public License, Version 2",devel,,081ab22a5908aa90d56b673285794c6f,6dc08dee23d5670cc9410a55695744b3f133367a45ea2a76ea26d83d90c8f1d3,,,,
switchar,switchar,1.0,1998-09-30,DOS switchar'çnç gîrÅntÅleyin ve ayarlayçn,,,freedos,cdye _AT_ unm.edu,raster _at_ highfiber.com,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/switchar.html,,,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,534ad03e64e5c6ccc1e48810a3b75371,65a765d320ad9e7971bc98457973f1a0fe3d9ac71f865cf1efcb6818e74faada,,,,
swsubst,swsubst,3.2,2002-11-27,SUBST ve JOIN,,,"freedos, subst, join",Steffen.Kaiser@fh-rhein-sieg.de,Steffen.Kaiser@fh-rhein-sieg.de,http://www2.inf.fh-rhein-sieg.de/~skaise2a/ska/sources.html,,http://www2.inf.fh-rhein-sieg.de/~skaise2a/ska/sources.html#swsubst,http://wiki.freedos.org/wiki/index.php/Subst,dos,"GNU General Public License, Version 2",base,,6355933a315bd3b81ebf141cfbd5d321,6630f3f9dac07407f055b473ea0b8a77e4fc2a54c9185e1fe774d7e8162dd242,,,,
syslnx,Syslinux,4.05,2011-12-09,Syslinux bootloader koleksiyonu,,,eltorito syslinux memdisk isolinux modÅl zincir,H. Peter Anvin,H. Peter Anvin,http://syslinux.zytor.com/wiki/index.php/The_Syslinux_Project,http://www.kernel.org/pub/linux/utils/boot/syslinux/,,,,"GNU General Public License, Version 2",boot,,5ccb49399c5b5de2cf0bb8d39f011732,1134d9ac24a9f2493ba1942c16ed83ef3f3ac0d46ddfc9983eae8bf1c40ce65e,,,,
tail,tail,7.02,1997-10-02,Bir dosyançn son kçsmçnç gîrÅntÅleyin. UNIX 'Tail' gibidir.,,,"tail, unix, dosya",M.Aitchison _AT_ phys.canterbury.ac.nz,M.Aitchison _AT_ cyberxpress.co.nz,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/,,,,"DOS, FreeDOS",Open Source,util,,ed31fa72002b3c289e3c832cd494808d,34767ee1deb7e9eb819428ec3b6e7d3adad3d78bc89f3fbe77fd4f15baa73ca9,,,,
tar,TAR (GNU TAR),1.12,2008-01-20,Bir teyp arüivcisi,,,"arüivci, teyp",Kai Uwe Rommel (ver. 1.09) rommel-at-lan.informatik.tu-muenchen.dbp.de,,http://www.gnu.org/software/tar/,http://mirrors.kernel.org/gnu/tar/,http://www.gnu.org/software/tar/,,"DOS, FreeDOS","GNU General Public License, Version 2",archiver,,db6abb9d87f018d3898e487f89d49a8d,95494ea8f8d7e0c1474b749f5af9b58e80b59097f5d273118cae55c23f2f1bc7,,,,
tde,TDE (Thomson-Davis Editor),5.1v,2007-05-01,"TDE, DOS ve Win32 (konsol) áalçütçran IBM PC'ler ve yakçn uyumlular iáin yazçlmçü sade, kamu alançna bçrakçlmçü, áoklu dosya/áoklu pencere ikili ve metin dosya dÅzenleyicisidir.",,,"dÅzenle, dÅzenleyici, metin",Frank Davis Jason Hood <jadoxa -at- yahoo.com.au>,Jason Hood <jadoxa -at- yahoo.com.au>,http://www.geocities.com/jadoxa/tde/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/edit/tde/,http://www.geocities.com/jadoxa/tde/,,"DOS, FreeDOS, Win32 (console) Linux",Public Domain,edit,,be1d4b1808ad55b09f5019440add69aa,ff136bfd6a5c62237bbaa9424602a8caa7f9a8fbb9c7b2cb920512c7fecb0724,,,,
tee,TEE,2.0.3,2008-07-27,"Bir kopyasçnç stdout'a yazdçrçrken, giriüinin bir kopyasçnç bir dosyaya kaydeder",,,"tee, unix",Jim Hall <jhall -at- freedos.org>,Alex Malozemoff <amalozemoff1 -at- gmail.com>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/tee.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/tee/,http://www.freedos.org/jhall,,"DOS (OpenWatcom C), FreeDOS","GNU General Public License, Version 2",util,,e4915a97164032a6ba955a8327e325eb,6b8d0150a1b569fdc284b727b7fb0426a0bb124d337379ad0235b5674f673b1d,,,,
